5703.832031	6929.113281	144.938400
6538.572266	7008.338867	254.398407
7787.594238	6953.864258	45.368515
8139.586426	7276.845215	69.395447
7696.783203	6122.243652	116.147354
7957.777832	6614.589355	74.993118
7823.269531	6547.396484	415.136108
7430.328613	6524.319336	445.052551
7109.175781	6691.528320	537.091736
7083.963867	6327.343262	290.265625
7130.806152	6342.296875	497.279083
6672.745117	6426.674316	452.402283
6023.974609	6440.044922	379.662048
6046.358887	6290.323242	364.011749
6250.503418	6289.417480	236.373993
6828.666992	6314.064453	226.114319
6768.497559	6500.675293	256.365265
7077.037598	6660.201660	300.113800
6414.158691	6481.692871	267.121582
6567.310547	6682.524902	259.050018
6007.944824	6449.963867	183.671387
6034.309082	6301.925293	183.671387
6306.417480	6300.537598	49.776001
6455.150391	6627.195801	47.199844
7075.768066	6614.141113	39.254593
7108.275391	6020.154297	89.471550
7323.945801	6065.233887	163.866898
6030.036133	5994.970215	46.086174
5968.506348	5763.373535	28.637362
5422.465820	6045.741211	119.581375
5065.388672	5319.109863	277.021790
6578.167480	6865.624512	521.937927
6335.986328	6467.985840	448.471222
7159.817383	6910.297363	512.070923
7454.659668	6918.155762	529.674927
7553.879395	6743.979004	521.850098
