1460.296631	-806.956909	-69.968750
1300.222778	-780.123352	-73.968750
1164.212036	-771.993042	-73.968750
1039.800293	-771.467163	-73.968750
903.593201	-775.475281	-73.968750
765.772461	-784.471375	-32.851357
653.067078	-791.348816	10.031250
582.076416	-745.037903	10.031250
552.846436	-593.026978	10.031250
570.469482	-446.137970	10.031250
611.037842	-274.231659	10.031250
752.205505	-224.342484	10.031250
853.033508	-202.892181	10.031250
838.123718	-111.268463	-21.968752
906.189697	-60.426537	-21.968752
1070.170044	-100.179512	-21.968752
1241.243286	-103.486916	-21.968752
1418.479736	-90.007492	-21.968752
1572.255615	-83.410538	-21.968752
1702.373413	-144.898132	-13.515989
1693.691528	-274.297028	10.031250
1795.922485	-295.462830	10.031250
1966.896240	-278.730988	10.031250
2161.294922	-196.561249	10.031250
2333.644043	-125.113777	10.031250
2409.687988	114.504852	10.031250
2543.932861	203.382004	10.031250
2562.315186	314.915588	10.031250
2560.000000	344.000000	61.031250
2553.279297	436.271362	122.031250
2460.059570	446.657867	122.031250
2275.344727	429.488129	10.031250
2225.107666	564.078247	10.031250
2115.747314	700.288269	49.161236
1993.087646	736.031250	10.031250
1944.015869	688.104370	10.031250
2346.867188	671.043457	10.031250
2047.814331	696.649475	83.127640
1885.768311	724.754395	156.726028
1841.234375	589.964294	138.031250
1852.364868	424.746124	138.031250
1856.480957	252.970642	138.031250
1858.932129	110.796684	138.031250
1859.168579	-37.327919	138.031250
1859.809692	-181.212524	163.831192
1860.883179	-392.739380	154.031250
1872.346436	-296.446411	154.031250
1764.130249	-347.574799	154.031250
1604.244385	-347.034485	154.031250
1414.775024	-340.018616	154.031250
1260.781372	-335.979736	154.031250
1112.684814	-338.038055	154.031250
994.250305	-341.970734	154.031250
834.412170	-348.545837	154.031250
686.427673	-348.356567	154.031250
641.554138	-203.841415	154.031250
648.100769	-21.213583	138.031250
640.286804	150.419281	138.031250
638.934998	298.534851	138.031250
639.241516	505.909393	69.080238
625.044312	675.801758	10.031250
499.967438	752.721313	10.031250
314.957611	716.146912	10.031250
176.920563	601.720642	10.031250
149.960495	415.372833	10.031250
152.313995	249.555206	10.031250
211.437347	33.651543	10.031250
294.047333	-150.063812	10.031250
420.982300	-275.226807	10.031250
265.256927	-286.562927	10.031250
81.646278	-283.939606	10.031250
-136.937576	-287.927795	10.031250
-168.103195	-400.177795	-38.080978
-16.653269	-651.951599	-101.968750
133.967941	-566.569824	-101.968750
-67.503059	-581.971375	-101.968750
-217.919510	-562.799988	-101.968750
-345.562561	-563.519714	-101.968750
-55.117626	-497.051788	-101.968750
-67.024223	-318.766052	-101.968750
-229.798096	-298.957031	-101.968750
-158.901886	-209.330872	-101.968750
-15.526155	-249.522522	-101.968750
54.380737	-259.586884	-101.968750
-52.864208	-385.120514	-101.968750
