1435.979248	17.895802	176.537064
1488.544312	-237.021881	202.302338
1690.152222	-331.739838	198.324966
1843.213745	-238.886154	175.597855
1846.088135	11.822312	178.205597
1850.933594	325.431213	166.239532
1857.094238	611.299255	155.350266
1858.997437	890.435730	150.923721
1858.418213	1099.741089	149.565063
1802.796509	1219.350342	132.956879
1570.372681	1224.699951	68.757385
1415.739258	1162.969482	33.478828
1399.726807	994.412048	44.299026
1407.007202	916.780029	182.031204
1522.654053	879.113281	209.576019
1486.277832	660.342224	197.809311
1289.352173	496.132996	194.482422
1083.305908	524.473816	198.542236
1076.983154	654.455017	181.873596
1120.053223	555.669617	-13.899469
1159.833374	414.658600	-56.987877
1237.140747	337.412109	29.311033
1252.436768	329.181122	64.290054
1277.404175	291.854614	277.947296
1420.164551	94.809120	184.398514
1362.056030	-139.541275	202.836899
1159.499390	-246.826096	206.860443
909.901672	-311.231903	206.663269
696.006592	-329.177338	198.436829
623.092529	-255.418518	181.335938
646.537476	-11.777267	170.591415
643.774780	197.562347	167.950943
639.313049	445.977875	134.121384
543.788757	690.763855	96.701088
348.622620	657.803528	86.951759
235.012665	441.161346	82.757965
218.938248	184.781525	83.975243
311.099182	-176.942093	81.966629
510.642120	-271.843842	44.487389
826.819336	-205.963623	21.158503
970.011658	-83.498657	9.234720
1163.095215	-70.612297	20.863380
1441.625610	-67.372765	21.170227
1641.377441	-112.821289	6.708091
1731.792969	-286.990784	31.823006
1974.200806	-278.155792	25.649734
2160.053223	-173.838562	24.480249
2226.471680	52.339020	53.581440
2196.572998	355.544220	90.304932
2140.397461	588.981201	119.260246
1256.954834	-283.176453	-11.989664
1316.143311	-436.205933	-10.243320
1526.011353	-432.334442	-51.436653
1530.678223	-664.624695	-63.764679
1381.736206	-758.658875	-56.787834
1202.372070	-748.298096	-47.214729
1017.046753	-675.082825	-17.369673
822.284424	-637.144775	22.078083
677.796143	-563.637634	36.606762
606.754089	-275.363129	24.106216
241.655167	-247.039093	20.544405
-27.450983	-287.362335	23.032736
-123.531387	-456.524109	-12.025223
-3.326357	-588.811035	-92.213966
188.771530	763.072754	27.638577
159.465729	955.363403	24.688423
254.027161	1119.625977	19.827948
461.789154	1129.550049	29.002357
726.765747	1120.684204	29.339624
959.680603	1051.665527	20.859571
1181.634155	916.151367	20.646454
1470.251221	854.917053	0.950117
1480.432129	678.325256	27.188036
1374.729126	495.686096	-18.753965
